5,5,2.15392
5,6,2.38269
5,7,2.59842
5,8,2.807
5,9,3.01167
5,10,3.21421
5,11,3.4156
5,12,3.61635
5,13,3.81676
5,14,4.01698
5,15,4.2171
5,16,4.41717
5,17,4.6172
5,18,4.81722
5,19,5.01723
5,20,5.21724
6,5,2.13475
6,6,2.34658
6,7,2.54054
6,8,2.72365
6,9,2.9002
6,10,3.0728
6,11,3.24302
6,12,3.41182
6,13,3.57977
6,14,3.7472
6,15,3.91433
6,16,4.08127
6,17,4.2481
6,18,4.41487
6,19,4.58159
6,20,4.7483
7,5,2.1279
7,6,2.3318
7,7,2.51433
7,8,2.68291
7,9,2.8424
7,10,2.996
7,11,3.14577
7,12,3.29309
7,13,3.43881
7,14,3.58352
7,15,3.72756
7,16,3.87118
7,17,4.01453
7,18,4.1577
7,19,4.30077
7,20,4.44375
8,5,2.12545
8,6,2.32571
8,7,2.50236
8,8,2.66275
8,9,2.81195
8,10,2.95347
8,11,3.08972
8,12,3.22238
8,13,3.35258
8,14,3.48112
8,15,3.60852
8,16,3.73515
8,17,3.86126
8,18,3.98701
8,19,4.11252
8,20,4.23786
9,5,2.12457
9,6,2.32319
9,7,2.49686
9,8,2.65271
9,9,2.79578
9,10,2.92967
9,11,3.057
9,12,3.17964
9,13,3.29893
9,14,3.41584
9,15,3.53107
9,16,3.64509
9,17,3.75827
9,18,3.87084
9,19,3.98299
9,20,4.09483
10,5,2.12425
10,6,2.32216
10,7,2.49433
10,8,2.6477
10,9,2.78714
10,10,2.91628
10,11,3.03776
10,12,3.15357
10,13,3.2652
10,14,3.37374
10,15,3.48001
10,16,3.58461
10,17,3.68798
10,18,3.79045
10,19,3.89227
10,20,3.99359
11,5,2.12414
11,6,2.32173
11,7,2.49317
11,8,2.64519
11,9,2.78253
11,10,2.90871
11,11,3.02639
11,12,3.13759
11,13,3.24386
11,14,3.34638
11,15,3.44607
11,16,3.5436
11,17,3.63951
11,18,3.73418
11,19,3.82793
11,20,3.92098
12,5,2.1241
12,6,2.32155
12,7,2.49264
12,8,2.64393
12,9,2.78006
12,10,2.90443
12,11,3.01966
12,12,3.12776
12,13,3.23031
12,14,3.32852
12,15,3.42337
12,16,3.51561
12,17,3.60583
12,18,3.69448
12,19,3.78192
12,20,3.86842
13,5,2.12408
13,6,2.32148
13,7,2.49239
13,8,2.6433
13,9,2.77873
13,10,2.90201
13,11,3.01568
13,12,3.12171
13,13,3.22167
13,14,3.31682
13,15,3.40814
13,16,3.49643
13,17,3.58232
13,18,3.66631
13,19,3.74881
13,20,3.83012
14,5,2.12408
14,6,2.32144
14,7,2.49228
14,8,2.64299
14,9,2.77802
14,10,2.90064
14,11,3.01331
14,12,3.11797
14,13,3.21617
14,14,3.30914
14,15,3.3979
14,16,3.48325
14,17,3.56586
14,18,3.64626
14,19,3.72488
14,20,3.80207
15,5,2.12408
15,6,2.32143
15,7,2.49222
15,8,2.64283
15,9,2.77764
15,10,2.89986
15,11,3.0119
15,12,3.11566
15,13,3.21265
15,14,3.3041
15,15,3.391
15,16,3.47417
15,17,3.5543
15,18,3.63193
15,19,3.70753
15,20,3.78146
16,5,2.12408
16,6,2.32143
16,7,2.4922
16,8,2.64275
16,9,2.77744
16,10,2.89942
16,11,3.01107
16,12,3.11424
16,13,3.21041
16,14,3.30078
16,15,3.38634
